66.25,0.393611111,0.44,0.47,0.51,0.46,0.33,0.33,0.42,0.39,0.38,0.36,0.36,0.34,0.33,0.3,0.31,0.33,0.36,0.37,0.38,0.38,0.37,0.34,0.36,0.4,0.4,0.45,0.46,0.47,0.48,0.48,0.49,0.5,0.5,0.5,0.51,0.51,0.52,0.5,0.38,0.36,0.46,0.46,0.49,0.53,0.53,0.4,0.56,0.37,0.35,0.17,0.17,0.57,0.65,0.71,0.72,0.7,0.65,0.45,0.39,0.3,0.29,0.3,0.31,0.33,0.26,0.18,0.19,0.19,0.19,0.2,0.21,0.21,0.22,0.22,0.21,0.21,0.21,0.16,0.38,0.32,0.3,0.16,0.34,0.36,0.37,0.36,0.36,0.19,0.37,0.37,0.35,0.38,0.36,0.38,0.39,0.4,0.42,0.44,0.4,0.4,0.43,0.45,0.47,0.46,0.45,0.41,0.4,0.43,0.44,0.45,0.44,0.44,0.41,0.4,0.4,0.41,0.4,0.37,0.37,0.34,0.35,0.37,0.41,0.45,0.42,0.4,0.41,0.45,0.44,0.42,0.42,0.39,0.37,0.39,0.39,0.42,0.45,0.45,0.47,0.47,0.48,0.48,0.48,0.48
63.75,0.350069444,0.18,0.18,0.2,0.2,0.18,0.19,0.18,0.39,0.39,0.35,0.37,0.39,0.38,0.38,0.36,0.33,0.34,0.35,0.36,0.44,0.45,0.37,0.35,0.35,0.36,0.37,0.39,0.45,0.43,0.48,0.49,0.49,0.5,0.49,0.49,0.37,0.34,0.46,0.44,0.45,0.35,0.35,0.35,0.5,0.53,0.47,0.35,0.31,0.16,0.16,0.18,0.27,0.65,0.7,0.69,0.41,0.18,0.19,0.2,0.2,0.2,0.2,0.2,0.23,0.25,0.31,0.21,0.2,0.21,0.2,0.2,0.21,0.22,0.21,0.2,0.19,0.36,0.39,0.31,0.17,0.17,0.28,0.32,0.33,0.34,0.35,0.33,0.33,0.34,0.34,0.34,0.33,0.33,0.33,0.34,0.37,0.35,0.34,0.35,0.37,0.39,0.41,0.41,0.41,0.39,0.37,0.39,0.39,0.4,0.39,0.39,0.39,0.36,0.36,0.36,0.37,0.38,0.35,0.32,0.33,0.35,0.35,0.35,0.36,0.37,0.37,0.38,0.43,0.42,0.41,0.44,0.42,0.4,0.4,0.41,0.44,0.45,0.47,0.45,0.46,0.48,0.48,0.49,0.16
61.25,0.314513889,0.17,0.19,0.19,0.18,0.18,0.34,0.38,0.37,0.42,0.37,0.44,0.3,0.35,0.26,0.5,0.51,0.47,0.35,0.34,0.35,0.36,0.34,0.32,0.3,0.31,0.33,0.33,0.34,0.34,0.37,0.4,0.46,0.48,0.48,0.34,0.33,0.33,0.35,0.35,0.35,0.45,0.49,0.48,0.46,0.33,0.32,0.32,0.17,0.17,0.17,0.17,0.18,0.3,0.61,0.63,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.18,0.38,0.26,0.27,0.26,0.19,0.16,0.28,0.28,0.28,0.28,0.3,0.32,0.33,0.32,0.33,0.33,0.32,0.32,0.33,0.34,0.33,0.31,0.31,0.33,0.34,0.37,0.36,0.35,0.36,0.37,0.36,0.34,0.34,0.32,0.32,0.31,0.3,0.32,0.32,0.32,0.31,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.41,0.42,0.42,0.41,0.42,0.44,0.43,0.39,0.16,0.38,0.41,0.2,0.39,0.41,0.15,0.18,0.19
58.75,0.261944444,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.34,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.45,0.38,0.42,0.34,0.33,0.3,0.27,0.27,0.29,0.3,0.31,0.34,0.34,0.35,0.34,0.35,0.37,0.4,0.15,0.15,0.15,0.14,0.14,0.42,0.47,0.49,0.48,0.43,0.45,0.43,0.38,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.17,0.17,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.2,0.2,0.19,0.2,0.2,0.2,0.18,0.19,0.19,0.18,0.18,0.23,0.19,0.25,0.24,0.18,0.18,0.23,0.26,0.25,0.3,0.31,0.32,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.3,0.31,0.33,0.33,0.33,0.32,0.31,0.31,0.33,0.33,0.33,0.33,0.32,0.3,0.28,0.28,0.28,0.29,0.29,0.29,0.3,0.36,0.38,0.34,0.3,0.31,0.31,0.31,0.3,0.3,0.31,0.37,0.34,0.16,0.17,0.15,0.15,0.17,0.17,0.33,0.42,0.17,0.17,0.17,0.17,0.17,0.17,0.17
56.25,0.251736111,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.19,0.41,0.33,0.3,0.26,0.26,0.26,0.26,0.27,0.29,0.3,0.3,0.29,0.3,0.31,0.35,0.34,0.37,0.37,0.38,0.14,0.39,0.4,0.42,0.43,0.41,0.43,0.46,0.37,0.31,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.18,0.15,0.17,0.17,0.17,0.17,0.15,0.19,0.16,0.16,0.19,0.25,0.28,0.28,0.3,0.32,0.32,0.32,0.33,0.33,0.34,0.36,0.36,0.36,0.34,0.32,0.32,0.33,0.34,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.3,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.29,0.39,0.38,0.35,0.33,0.29,0.32,0.31,0.3,0.31,0.32,0.31,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.34,0.4,0.38,0.16,0.16,0.16,0.16,0.16,0.16,0.16
53.75,0.239861111,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.27,0.34,0.21,0.32,0.31,0.23,0.27,0.3,0.29,0.28,0.27,0.29,0.15,0.29,0.28,0.29,0.3,0.34,0.35,0.35,0.36,0.37,0.37,0.38,0.37,0.35,0.35,0.33,0.33,0.29,0.15,0.14,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.2,0.2,0.19,0.17,0.21,0.23,0.25,0.25,0.26,0.27,0.29,0.33,0.32,0.33,0.34,0.36,0.35,0.37,0.36,0.34,0.33,0.35,0.35,0.36,0.35,0.36,0.36,0.34,0.35,0.35,0.33,0.31,0.27,0.28,0.26,0.27,0.29,0.28,0.26,0.24,0.28,0.26,0.23,0.23,0.24,0.22,0.22,0.24,0.24,0.24,0.25,0.28,0.3,0.14,0.3,0.15,0.15,0.15,0.15,0.32,0.35,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.16
51.25,0.226180556,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.17,0.35,0.23,0.26,0.32,0.23,0.25,0.27,0.29,0.29,0.27,0.29,0.3,0.28,0.28,0.28,0.29,0.3,0.31,0.32,0.31,0.3,0.3,0.27,0.28,0.25,0.16,0.26,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.18,0.15,0.17,0.15,0.19,0.2,0.22,0.22,0.23,0.23,0.24,0.22,0.26,0.25,0.25,0.27,0.27,0.31,0.31,0.34,0.33,0.34,0.37,0.36,0.35,0.36,0.36,0.35,0.35,0.36,0.37,0.35,0.34,0.33,0.33,0.33,0.3,0.32,0.3,0.31,0.28,0.32,0.24,0.23,0.24,0.23,0.22,0.23,0.26,0.26,0.22,0.22,0.24,0.28,0.24,0.24,0.26,0.25,0.25,0.26,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.15
48.75,0.209375,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.17,0.2,0.21,0.25,0.27,0.24,0.22,0.25,0.26,0.28,0.3,0.29,0.27,0.16,0.13,0.14,0.26,0.27,0.28,0.26,0.26,0.27,0.25,0.22,0.13,0.13,0.19,0.15,0.21,0.13,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.17,0.19,0.2,0.26,0.28,0.24,0.22,0.2,0.21,0.21,0.22,0.25,0.22,0.22,0.23,0.24,0.27,0.26,0.26,0.28,0.29,0.32,0.34,0.36,0.36,0.34,0.34,0.35,0.35,0.34,0.3,0.34,0.35,0.33,0.35,0.37,0.28,0.3,0.33,0.3,0.26,0.26,0.26,0.23,0.25,0.26,0.28,0.29,0.24,0.2,0.26,0.24,0.24,0.25,0.24,0.18,0.16,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
46.25,0.189166667,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.21,0.23,0.23,0.26,0.29,0.24,0.25,0.24,0.23,0.23,0.22,0.22,0.21,0.14,0.12,0.15,0.14,0.26,0.25,0.27,0.27,0.18,0.21,0.23,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.17,0.19,0.19,0.23,0.2,0.18,0.15,0.19,0.2,0.2,0.2,0.19,0.19,0.15,0.18,0.16,0.18,0.24,0.25,0.21,0.18,0.15,0.22,0.28,0.24,0.22,0.29,0.25,0.24,0.26,0.25,0.27,0.28,0.34,0.3,0.31,0.31,0.26,0.25,0.28,0.24,0.26,0.28,0.3,0.29,0.31,0.29,0.3,0.29,0.2,0.21,0.24,0.23,0.24,0.24,0.19,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13
43.75,0.172222222,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.15,0.2,0.2,0.22,0.21,0.27,0.26,0.24,0.21,0.21,0.23,0.19,0.2,0.21,0.16,0.14,0.14,0.14,0.19,0.19,0.21,0.15,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.13,0.14,0.18,0.14,0.15,0.14,0.16,0.14,0.15,0.16,0.19,0.18,0.18,0.14,0.14,0.14,0.14,0.14,0.17,0.3,0.23,0.14,0.16,0.24,0.27,0.2,0.25,0.25,0.24,0.25,0.3,0.3,0.31,0.29,0.29,0.3,0.26,0.26,0.22,0.21,0.21,0.2,0.21,0.22,0.23,0.23,0.26,0.26,0.26,0.21,0.2,0.2,0.23,0.21,0.15,0.14,0.12,0.13,0.22,0.2,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13
41.25,0.165972222,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.17,0.2,0.2,0.22,0.23,0.24,0.22,0.21,0.2,0.2,0.19,0.19,0.2,0.18,0.17,0.18,0.16,0.17,0.18,0.15,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.18,0.2,0.19,0.16,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.18,0.16,0.16,0.13,0.14,0.18,0.19,0.24,0.26,0.27,0.21,0.17,0.13,0.24,0.26,0.24,0.25,0.26,0.23,0.23,0.27,0.28,0.23,0.22,0.27,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.23,0.25,0.22,0.22,0.21,0.18,0.18,0.15,0.18,0.17,0.14,0.12,0.12,0.12,0.13,0.16,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13
38.75,0.164097222,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.14,0.17,0.21,0.19,0.2,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.15,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.18,0.19,0.18,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.18,0.22,0.23,0.2,0.2,0.19,0.28,0.24,0.21,0.13,0.18,0.23,0.23,0.23,0.22,0.25,0.25,0.34,0.32,0.25,0.27,0.28,0.27,0.28,0.26,0.26,0.25,0.24,0.23,0.24,0.26,0.23,0.22,0.19,0.18,0.18,0.14,0.12,0.13,0.16,0.11,0.13,0.13,0.12,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13
36.25,0.15625,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.17,0.19,0.21,0.19,0.21,0.21,0.17,0.2,0.2,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.15,0.14,0.15,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.22,0.22,0.21,0.21,0.21,0.19,0.22,0.22,0.2,0.22,0.25,0.26,0.24,0.25,0.25,0.31,0.28,0.29,0.28,0.27,0.27,0.28,0.24,0.22,0.22,0.19,0.2,0.2,0.18,0.18,0.17,0.18,0.15,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.15,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12
